Library,Free Seats,% Free,Date,Time
Institute of Archaeology Library,20,34.48275862068966,2024-10-24,10:12:55.373019
Student Centre,220,34.003091190108194,2024-10-24,10:12:55.373141
School of Pharmacy Library,20,33.89830508474576,2024-10-24,10:12:55.373104
UCL East Library,127,84.10596026490066,2024-10-24,11:10:24.268140
Great Ormond Street Institute of Child Health Library,85,75.89285714285714,2024-10-24,11:10:24.267990
SSEES Library,114,64.77272727272727,2024-10-24,11:10:24.268103
Language & Speech Science Library,36,63.1578947368421,2024-10-24,11:10:24.268049
The Joint Library of Ophthalmology,23,52.27272727272727,2024-10-24,11:10:24.268036
Bartlett Library,36,52.17391304347826,2024-10-24,11:10:24.267937
"Queen Square Institute of Neurology, Queen Square Library",14,48.275862068965516,2024-10-24,11:10:24.268077
Science Library,388,42.26579520697168,2024-10-24,11:10:24.268115
Main Library,226,36.16,2024-10-24,11:10:24.268063
Institute of Archaeology Library,20,34.48275862068966,2024-10-24,11:10:24.268006
IOE Library,108,32.926829268292686,2024-10-24,11:10:24.268020
Cruciform Hub,77,31.17408906882591,2024-10-24,11:10:24.267957
School of Pharmacy Library,18,30.508474576271187,2024-10-24,11:10:24.268090
Student Centre,197,30.44822256568779,2024-10-24,11:10:24.268128
Graduate Hub (Postgraduate use only),7,12.727272727272727,2024-10-24,11:10:24.267972
Bartlett Library,51,73.91304347826086,2024-10-24,12:22:46.220364
Great Ormond Street Institute of Child Health Library,76,67.85714285714286,2024-10-24,12:22:46.220413
UCL East Library,99,65.56291390728477,2024-10-24,12:22:46.220559
SSEES Library,106,60.22727272727273,2024-10-24,12:22:46.220523
Language & Speech Science Library,33,57.89473684210527,2024-10-24,12:22:46.220469
The Joint Library of Ophthalmology,24,54.54545454545454,2024-10-24,12:22:46.220455
Main Library,240,38.4,2024-10-24,12:22:46.220483
"Queen Square Institute of Neurology, Queen Square Library",11,37.93103448275862,2024-10-24,12:22:46.220497
Institute of Archaeology Library,22,37.93103448275862,2024-10-24,12:22:46.220427
Science Library,313,34.0958605664488,2024-10-24,12:22:46.220535
School of Pharmacy Library,20,33.89830508474576,2024-10-24,12:22:46.220510
Cruciform Hub,79,31.983805668016196,2024-10-24,12:22:46.220384
Student Centre,172,26.584234930448225,2024-10-24,12:22:46.220547
Graduate Hub (Postgraduate use only),14,25.454545454545453,2024-10-24,12:22:46.220399
IOE Library,74,22.5609756097561,2024-10-24,12:22:46.220441
Great Ormond Street Institute of Child Health Library,73,65.17857142857143,2024-10-24,13:20:43.154609
UCL East Library,88,58.27814569536424,2024-10-24,13:20:43.154764
SSEES Library,99,56.25,2024-10-24,13:20:43.154724
Language & Speech Science Library,31,54.385964912280706,2024-10-24,13:20:43.154669
Bartlett Library,34,49.275362318840585,2024-10-24,13:20:43.154560
"Queen Square Institute of Neurology, Queen Square Library",14,48.275862068965516,2024-10-24,13:20:43.154698
The Joint Library of Ophthalmology,20,45.45454545454545,2024-10-24,13:20:43.154655
Cruciform Hub,82,33.198380566801625,2024-10-24,13:20:43.154580
Institute of Archaeology Library,19,32.758620689655174,2024-10-24,13:20:43.154624
Science Library,265,28.86710239651416,2024-10-24,13:20:43.154737
Main Library,169,27.04,2024-10-24,13:20:43.154684
School of Pharmacy Library,15,25.423728813559322,2024-10-24,13:20:43.154711
Student Centre,163,25.19319938176198,2024-10-24,13:20:43.154749
Graduate Hub (Postgraduate use only),13,23.636363636363637,2024-10-24,13:20:43.154595
IOE Library,64,19.51219512195122,2024-10-24,13:20:43.154638
Language & Speech Science Library,36,63.1578947368421,2024-10-24,14:12:00.315397
UCL East Library,93,61.58940397350994,2024-10-24,14:12:00.315493
Great Ormond Street Institute of Child Health Library,67,59.82142857142857,2024-10-24,14:12:00.315340
SSEES Library,90,51.13636363636363,2024-10-24,14:12:00.315456
The Joint Library of Ophthalmology,22,50.0,2024-10-24,14:12:00.315383
"Queen Square Institute of Neurology, Queen Square Library",13,44.827586206896555,2024-10-24,14:12:00.315425
Bartlett Library,26,37.68115942028986,2024-10-24,14:12:00.315291
Cruciform Hub,87,35.22267206477733,2024-10-24,14:12:00.315311
Science Library,312,33.98692810457516,2024-10-24,14:12:00.315468
Graduate Hub (Postgraduate use only),17,30.909090909090907,2024-10-24,14:12:00.315326
Student Centre,199,30.757341576506953,2024-10-24,14:12:00.315480
School of Pharmacy Library,18,30.508474576271187,2024-10-24,14:12:00.315442
Main Library,164,26.240000000000002,2024-10-24,14:12:00.315412
Institute of Archaeology Library,15,25.862068965517242,2024-10-24,14:12:00.315355
IOE Library,77,23.47560975609756,2024-10-24,14:12:00.315369
Great Ormond Street Institute of Child Health Library,73,65.17857142857143,2024-10-24,15:13:06.604243
UCL East Library,93,61.58940397350994,2024-10-24,15:13:06.604392
SSEES Library,95,53.97727272727273,2024-10-24,15:13:06.604355
Language & Speech Science Library,30,52.63157894736842,2024-10-24,15:13:06.604299
Bartlett Library,34,49.275362318840585,2024-10-24,15:13:06.604191
"Queen Square Institute of Neurology, Queen Square Library",13,44.827586206896555,2024-10-24,15:13:06.604329
Cruciform Hub,91,36.84210526315789,2024-10-24,15:13:06.604214
The Joint Library of Ophthalmology,16,36.36363636363637,2024-10-24,15:13:06.604285
Science Library,304,33.11546840958606,2024-10-24,15:13:06.604368
School of Pharmacy Library,19,32.20338983050847,2024-10-24,15:13:06.604342
Main Library,183,29.28,2024-10-24,15:13:06.604315
Student Centre,180,27.820710973724882,2024-10-24,15:13:06.604380
IOE Library,79,24.085365853658537,2024-10-24,15:13:06.604272
Graduate Hub (Postgraduate use only),13,23.636363636363637,2024-10-24,15:13:06.604229
Institute of Archaeology Library,12,20.689655172413794,2024-10-24,15:13:06.604258
Language & Speech Science Library,40,70.17543859649122,2024-10-24,16:13:58.355677
UCL East Library,102,67.54966887417218,2024-10-24,16:13:58.355770
Bartlett Library,40,57.971014492753625,2024-10-24,16:13:58.355574
Great Ormond Street Institute of Child Health Library,64,57.14285714285714,2024-10-24,16:13:58.355621
SSEES Library,94,53.40909090909091,2024-10-24,16:13:58.355731
The Joint Library of Ophthalmology,20,45.45454545454545,2024-10-24,16:13:58.355664
"Queen Square Institute of Neurology, Queen Square Library",11,37.93103448275862,2024-10-24,16:13:58.355704
Science Library,325,35.40305010893246,2024-10-24,16:13:58.355743
Main Library,199,31.840000000000003,2024-10-24,16:13:58.355691
School of Pharmacy Library,18,30.508474576271187,2024-10-24,16:13:58.355717
Cruciform Hub,71,28.74493927125506,2024-10-24,16:13:58.355593
Institute of Archaeology Library,16,27.586206896551722,2024-10-24,16:13:58.355636
Graduate Hub (Postgraduate use only),15,27.27272727272727,2024-10-24,16:13:58.355608
Student Centre,162,25.0386398763524,2024-10-24,16:13:58.355758
IOE Library,63,19.20731707317073,2024-10-24,16:13:58.355650
Great Ormond Street Institute of Child Health Library,88,78.57142857142857,2024-10-24,17:10:38.793855
Language & Speech Science Library,40,70.17543859649122,2024-10-24,17:10:38.793910
UCL East Library,105,69.5364238410596,2024-10-24,17:10:38.794003
SSEES Library,119,67.61363636363636,2024-10-24,17:10:38.793965
Bartlett Library,42,60.86956521739131,2024-10-24,17:10:38.793806
"Queen Square Institute of Neurology, Queen Square Library",16,55.172413793103445,2024-10-24,17:10:38.793939
Institute of Archaeology Library,27,46.55172413793103,2024-10-24,17:10:38.793870
Science Library,411,44.771241830065364,2024-10-24,17:10:38.793978
Cruciform Hub,109,44.12955465587044,2024-10-24,17:10:38.793826
School of Pharmacy Library,25,42.3728813559322,2024-10-24,17:10:38.793952
Main Library,248,39.68,2024-10-24,17:10:38.793924
Graduate Hub (Postgraduate use only),16,29.09090909090909,2024-10-24,17:10:38.793841
Student Centre,170,26.275115919629055,2024-10-24,17:10:38.793991
IOE Library,84,25.609756097560975,2024-10-24,17:10:38.793885
The Joint Library of Ophthalmology,-1,-1.0,2024-10-24,17:10:38.793893
UCL East Library,129,85.43046357615894,2024-10-24,18:16:15.472225
Language & Speech Science Library,48,84.21052631578947,2024-10-24,18:16:15.472129
SSEES Library,131,74.43181818181817,2024-10-24,18:16:15.472184
Institute of Archaeology Library,39,67.24137931034483,2024-10-24,18:16:15.472092
Bartlett Library,46,66.66666666666666,2024-10-24,18:16:15.472035
Science Library,547,59.58605664488017,2024-10-24,18:16:15.472196
"Queen Square Institute of Neurology, Queen Square Library",17,58.620689655172406,2024-10-24,18:16:15.472157
Graduate Hub (Postgraduate use only),32,58.18181818181818,2024-10-24,18:16:15.472070
Cruciform Hub,138,55.87044534412956,2024-10-24,18:16:15.472054
Main Library,345,55.2,2024-10-24,18:16:15.472143
IOE Library,170,51.829268292682926,2024-10-24,18:16:15.472107
School of Pharmacy Library,29,49.152542372881356,2024-10-24,18:16:15.472170
Student Centre,253,39.10355486862442,2024-10-24,18:16:15.472212
The Joint Library of Ophthalmology,-1,-1.0,2024-10-24,18:16:15.472115
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-24,18:16:15.472078
UCL East Library,137,90.72847682119205,2024-10-24,19:09:28.794739
Language & Speech Science Library,49,85.96491228070175,2024-10-24,19:09:28.794646
SSEES Library,151,85.79545454545455,2024-10-24,19:09:28.794695
Institute of Archaeology Library,48,82.75862068965517,2024-10-24,19:09:28.794610
Graduate Hub (Postgraduate use only),44,80.0,2024-10-24,19:09:28.794587
Bartlett Library,55,79.71014492753623,2024-10-24,19:09:28.794553
Cruciform Hub,174,70.44534412955466,2024-10-24,19:09:28.794572
Science Library,635,69.17211328976035,2024-10-24,19:09:28.794713
Main Library,410,65.60000000000001,2024-10-24,19:09:28.794660
IOE Library,188,57.3170731707317,2024-10-24,19:09:28.794625
School of Pharmacy Library,33,55.932203389830505,2024-10-24,19:09:28.794682
Student Centre,295,45.595054095826896,2024-10-24,19:09:28.794726
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-24,19:09:28.794595
The Joint Library of Ophthalmology,-1,-1.0,2024-10-24,19:09:28.794632
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-24,19:09:28.794668
UCL East Library,142,94.03973509933775,2024-10-24,20:13:17.567009
SSEES Library,164,93.18181818181817,2024-10-24,20:13:17.566967
Graduate Hub (Postgraduate use only),49,89.0909090909091,2024-10-24,20:13:17.566866
Institute of Archaeology Library,51,87.93103448275862,2024-10-24,20:13:17.566888
Cruciform Hub,191,77.32793522267207,2024-10-24,20:13:17.566850
Science Library,709,77.23311546840958,2024-10-24,20:13:17.566980
Main Library,461,73.76,2024-10-24,20:13:17.566932
School of Pharmacy Library,41,69.49152542372882,2024-10-24,20:13:17.566953
IOE Library,186,56.70731707317073,2024-10-24,20:13:17.566902
Student Centre,318,49.1499227202473,2024-10-24,20:13:17.566993
Bartlett Library,-1,-1.0,2024-10-24,20:13:17.566827
The Joint Library of Ophthalmology,-1,-1.0,2024-10-24,20:13:17.566910
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-24,20:13:17.566874
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-24,20:13:17.566939
Language & Speech Science Library,-1,-1.0,2024-10-24,20:13:17.566917
UCL East Library,150,99.33774834437085,2024-10-24,21:11:39.588124
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-24,21:11:39.587990
Science Library,773,84.20479302832244,2024-10-24,21:11:39.588096
Main Library,484,77.44,2024-10-24,21:11:39.588044
School of Pharmacy Library,45,76.27118644067797,2024-10-24,21:11:39.588067
Student Centre,343,53.01391035548686,2024-10-24,21:11:39.588110
Bartlett Library,-1,-1.0,2024-10-24,21:11:39.587959
The Joint Library of Ophthalmology,-1,-1.0,2024-10-24,21:11:39.588021
IOE Library,-1,-1.0,2024-10-24,21:11:39.588014
Institute of Archaeology Library,-1,-1.0,2024-10-24,21:11:39.588006
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-24,21:11:39.587998
Cruciform Hub,-1,-1.0,2024-10-24,21:11:39.587971
Language & Speech Science Library,-1,-1.0,2024-10-24,21:11:39.588029
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-24,21:11:39.588052
SSEES Library,-1,-1.0,2024-10-24,21:11:39.588075
UCL East Library,150,99.33774834437085,2024-10-24,22:11:16.499920
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-24,22:11:16.499798
Science Library,818,89.10675381263616,2024-10-24,22:11:16.499891
Main Library,490,78.4,2024-10-24,22:11:16.499853
Student Centre,416,64.2967542503864,2024-10-24,22:11:16.499906
Bartlett Library,-1,-1.0,2024-10-24,22:11:16.499765
Cruciform Hub,-1,-1.0,2024-10-24,22:11:16.499779
The Joint Library of Ophthalmology,-1,-1.0,2024-10-24,22:11:16.499829
IOE Library,-1,-1.0,2024-10-24,22:11:16.499822
Institute of Archaeology Library,-1,-1.0,2024-10-24,22:11:16.499814
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-24,22:11:16.499806
School of Pharmacy Library,-1,-1.0,2024-10-24,22:11:16.499868
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-24,22:11:16.499861
Language & Speech Science Library,-1,-1.0,2024-10-24,22:11:16.499837
SSEES Library,-1,-1.0,2024-10-24,22:11:16.499876
UCL East Library,150,99.33774834437085,2024-10-24,23:12:08.771678
Graduate Hub (Postgraduate use only),53,96.36363636363636,2024-10-24,23:12:08.771546
Science Library,851,92.70152505446623,2024-10-24,23:12:08.771648
Main Library,559,89.44,2024-10-24,23:12:08.771609
Student Centre,472,72.95208655332303,2024-10-24,23:12:08.771663
Bartlett Library,-1,-1.0,2024-10-24,23:12:08.771512
Cruciform Hub,-1,-1.0,2024-10-24,23:12:08.771525
The Joint Library of Ophthalmology,-1,-1.0,2024-10-24,23:12:08.771577
IOE Library,-1,-1.0,2024-10-24,23:12:08.771569
Institute of Archaeology Library,-1,-1.0,2024-10-24,23:12:08.771561
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-24,23:12:08.771554
School of Pharmacy Library,-1,-1.0,2024-10-24,23:12:08.771626
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-24,23:12:08.771618
Language & Speech Science Library,-1,-1.0,2024-10-24,23:12:08.771585
SSEES Library,-1,-1.0,2024-10-24,23:12:08.771633
Institute of Archaeology Library,58,100.0,2024-10-25,00:57:21.657490
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-25,00:57:21.657564
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-25,00:57:21.657461
Language & Speech Science Library,55,96.49122807017544,2024-10-25,00:57:21.657535
Science Library,882,96.07843137254902,2024-10-25,00:57:21.657603
SSEES Library,167,94.88636363636364,2024-10-25,00:57:21.657591
Bartlett Library,65,94.20289855072464,2024-10-25,00:57:21.657426
UCL East Library,142,94.03973509933775,2024-10-25,00:57:21.657628
School of Pharmacy Library,55,93.22033898305084,2024-10-25,00:57:21.657577
Student Centre,568,87.78979907264298,2024-10-25,00:57:21.657616
Main Library,546,87.36,2024-10-25,00:57:21.657550
Great Ormond Street Institute of Child Health Library,97,86.60714285714286,2024-10-25,00:57:21.657475
Cruciform Hub,197,79.75708502024291,2024-10-25,00:57:21.657446
IOE Library,233,71.03658536585365,2024-10-25,00:57:21.657504
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-25,00:57:21.657518
Institute of Archaeology Library,58,100.0,2024-10-25,02:17:33.045724
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-25,02:17:33.045796
UCL East Library,150,99.33774834437085,2024-10-25,02:17:33.045859
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-25,02:17:33.045694
Language & Speech Science Library,55,96.49122807017544,2024-10-25,02:17:33.045765
SSEES Library,168,95.45454545454545,2024-10-25,02:17:33.045822
Science Library,872,94.98910675381264,2024-10-25,02:17:33.045834
Main Library,582,93.12,2024-10-25,02:17:33.045782
School of Pharmacy Library,54,91.52542372881356,2024-10-25,02:17:33.045809
Bartlett Library,63,91.30434782608695,2024-10-25,02:17:33.045658
Great Ormond Street Institute of Child Health Library,101,90.17857142857143,2024-10-25,02:17:33.045709
Student Centre,573,88.56259659969088,2024-10-25,02:17:33.045846
Cruciform Hub,211,85.4251012145749,2024-10-25,02:17:33.045679
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-25,02:17:33.045752
IOE Library,197,60.0609756097561,2024-10-25,02:17:33.045738
Institute of Archaeology Library,58,100.0,2024-10-25,03:19:49.689850
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-25,03:19:49.689920
UCL East Library,150,99.33774834437085,2024-10-25,03:19:49.689988
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-25,03:19:49.689821
Language & Speech Science Library,55,96.49122807017544,2024-10-25,03:19:49.689892
Science Library,881,95.96949891067538,2024-10-25,03:19:49.689959
SSEES Library,165,93.75,2024-10-25,03:19:49.689947
Bartlett Library,64,92.7536231884058,2024-10-25,03:19:49.689785
Main Library,566,90.56,2024-10-25,03:19:49.689907
Student Centre,584,90.26275115919628,2024-10-25,03:19:49.689971
